customer_id,gender,senior,tenure_months,monthly_charges,total_charges,contract,payment_method,num_services,churn
CUST-00372,Female,0,43,82.97,3795.05,One year,Credit card,6,1
CUST-00373,Female,0,8,89.84,749.65,One year,Bank transfer,3,0
CUST-00374,Male,0,16,63.54,1086.1,Month-to-month,Mailed check,5,1
CUST-00375,Male,0,24,62.53,1466.78,One year,Mailed check,2,0
CUST-00376,Female,1,25,72.31,1729.69,One year,Mailed check,6,0
CUST-00377,Male,0,16,63.45,1095.58,Two year,Electronic check,5,0
CUST-00378,Male,0,16,52.14,759.04,Two year,Electronic check,3,0
CUST-00379,Male,1,58,117.4,,Two year,Mailed check,7,1
CUST-00380,Female,0,9,106.04,896.71,One year,Credit card,4,0
CUST-00381,Male,0,4,42.25,169.87,Two year,Bank transfer,7,1
CUST-00382,Male,0,31,48.03,1388.6,One year,Credit card,1,0
CUST-00383,Male,0,65,24.8,1628.36,Month-to-month,Electronic check,5,0
CUST-00384,Female,1,28,110.23,2842.71,One year,Mailed check,3,0
CUST-00385,Female,0,14,39.05,545.26,One year,Bank transfer,7,1
CUST-00386,Male,1,44,55.46,2481.46,Two year,Mailed check,4,0
CUST-00387,Male,0,11,72.65,840.4,One year,Bank transfer,6,0
CUST-00388,Female,1,34,104.82,3440.9,Two year,Mailed check,8,0
CUST-00389,Male,1,17,21.45,365.89,Two year,Electronic check,4,0
CUST-00390,Female,0,15,39.38,649.4,Month-to-month,Mailed check,6,0
CUST-00391,Male,0,6,98.39,578.22,Month-to-month,Mailed check,3,1
CUST-00392,Male,0,3,65.08,,Month-to-month,Bank transfer,5,1
CUST-00393,Male,0,19,82.11,1554.6,One year,Electronic check,4,1
CUST-00394,Male,0,27,57.13,1471.54,One year,Electronic check,7,0
CUST-00395,Male,0,19,39.95,685.06,One year,Electronic check,4,0
CUST-00396,Female,0,8,110.53,968.31,One year,Electronic check,3,0
CUST-00397,Female,0,57,51.47,3074.95,One year,Electronic check,8,0
CUST-00398,Female,0,60,60.63,3316.13,Two year,Mailed check,1,0
CUST-00399,Male,0,8,31.16,252.13,One year,Mailed check,5,1
CUST-00400,Male,0,18,76.46,1446.56,Month-to-month,Electronic check,2,0
CUST-00401,Male,0,48,61.88,3055.39,Two year,Bank transfer,1,0
CUST-00402,Female,0,57,108.79,6156.35,One year,Credit card,2,0
CUST-00403,Female,1,29,45.64,1418.22,Month-to-month,Credit card,3,0
CUST-00404,Female,0,31,37.6,1108.81,Two year,Electronic check,4,0
CUST-00405,Female,0,35,60.9,,Two year,Credit card,1,0
CUST-00406,Male,0,41,98.18,3937.0,One year,Bank transfer,4,0
CUST-00407,Female,0,6,51.06,301.43,Two year,Electronic check,6,0
CUST-00408,Male,0,14,87.78,1349.31,Month-to-month,Electronic check,2,0
CUST-00409,Female,0,61,28.0,1686.59,Month-to-month,Bank transfer,2,0
CUST-00410,Male,0,72,113.68,7944.05,Month-to-month,Electronic check,4,0
CUST-00411,Female,1,57,43.75,2719.51,Month-to-month,Bank transfer,4,0
CUST-00412,Male,1,67,59.0,4309.67,Month-to-month,Bank transfer,6,1
CUST-00413,Female,1,67,96.63,5941.37,Month-to-month,Credit card,6,1
CUST-00414,Male,0,61,71.28,4505.46,Month-to-month,Mailed check,6,1
CUST-00415,Male,0,30,45.62,1449.96,Two year,Electronic check,7,0
CUST-00416,Male,0,52,66.21,3268.42,One year,Electronic check,2,0
CUST-00417,Female,0,41,97.95,4159.95,Two year,Credit card,2,0
CUST-00418,Female,0,61,42.38,2804.22,Month-to-month,Bank transfer,4,0
CUST-00419,Female,1,63,110.21,7310.85,Two year,Electronic check,2,1
CUST-00420,Male,0,38,51.65,2113.49,Two year,Electronic check,5,0
CUST-00421,Female,0,23,25.73,594.78,Two year,Bank transfer,4,0
CUST-00422,Female,1,58,61.95,3427.7,One year,Electronic check,8,0
CUST-00423,Female,0,35,80.09,2548.29,Two year,Electronic check,5,0
CUST-00424,Male,0,38,113.55,4174.17,Month-to-month,Credit card,3,0
CUST-00425,Male,0,62,76.85,4886.3,Month-to-month,Credit card,1,1
CUST-00426,Female,1,3,30.41,97.01,Month-to-month,Credit card,8,1
CUST-00427,Male,1,9,92.78,781.81,Two year,Credit card,4,0
CUST-00428,Female,0,33,51.46,1784.02,Two year,Bank transfer,3,0
CUST-00429,Male,0,0,68.51,0.0,Two year,Credit card,3,1
CUST-00430,Female,1,69,52.15,3752.32,Month-to-month,Electronic check,5,0
CUST-00431,Female,1,23,46.3,1120.18,Month-to-month,Bank transfer,6,0
CUST-00432,Male,0,37,52.07,2086.89,One year,Mailed check,5,0
CUST-00433,Female,0,37,73.98,,Two year,Bank transfer,8,0
CUST-00434,Male,0,8,19.76,165.31,Two year,Mailed check,3,1
CUST-00435,Male,0,71,99.06,7460.14,Two year,Bank transfer,7,0
CUST-00436,Male,1,23,83.98,2080.78,Two year,Mailed check,7,0
CUST-00437,Female,1,53,25.5,1437.27,Two year,Electronic check,1,0
CUST-00438,Female,0,24,24.7,549.83,One year,Electronic check,8,0
CUST-00439,Female,1,31,20.72,684.87,Two year,Credit card,2,0
CUST-00440,Female,0,35,116.21,,One year,Bank transfer,6,0
CUST-00441,Male,1,62,100.46,5813.57,Two year,Mailed check,7,0
CUST-00442,Female,0,66,92.51,5655.46,Two year,Bank transfer,5,1
CUST-00443,Female,0,30,36.95,1190.69,Month-to-month,Electronic check,2,0
CUST-00444,Male,1,65,53.54,3573.86,One year,Bank transfer,3,0
CUST-00445,Female,0,7,53.98,377.02,One year,Bank transfer,7,0
CUST-00446,Female,0,35,77.66,2941.51,Month-to-month,Mailed check,4,1
CUST-00447,Female,0,28,73.02,2090.71,Month-to-month,Electronic check,1,0
CUST-00448,Female,0,66,53.46,3538.58,Month-to-month,Credit card,7,1
CUST-00449,Male,0,14,76.06,983.25,Month-to-month,Electronic check,5,0
CUST-00450,Male,0,68,36.3,2533.48,Two year,Mailed check,5,0
CUST-00451,Male,0,40,23.33,961.67,Month-to-month,Electronic check,8,0
CUST-00452,Female,0,39,37.32,1337.91,One year,Bank transfer,8,0
CUST-00453,Female,0,3,118.95,347.3,One year,Mailed check,4,0
CUST-00454,Male,1,53,93.62,5276.73,Month-to-month,Bank transfer,4,1
CUST-00455,Female,0,69,100.1,6796.55,One year,Credit card,7,0
CUST-00456,Male,0,13,73.91,987.01,Month-to-month,Electronic check,2,1
CUST-00457,Female,0,52,84.31,4029.64,One year,Electronic check,3,0
CUST-00458,Male,0,44,50.46,2401.25,Two year,Electronic check,7,0
CUST-00459,Male,0,33,63.62,2291.81,One year,Bank transfer,6,1
CUST-00460,Female,0,3,34.07,110.83,One year,Bank transfer,3,1
CUST-00461,Male,0,61,96.08,5659.74,Month-to-month,Credit card,2,1
CUST-00462,Female,0,19,98.03,1849.02,Month-to-month,Credit card,2,1
CUST-00463,Female,0,33,25.23,807.54,Month-to-month,Electronic check,4,1
CUST-00464,Female,1,66,99.02,6472.65,Two year,Bank transfer,3,0
CUST-00465,Male,0,38,97.72,3947.26,Two year,Credit card,7,1
CUST-00466,Female,0,6,116.38,703.16,One year,Bank transfer,5,1
CUST-00467,Male,0,10,47.57,500.89,One year,Bank transfer,4,0
CUST-00468,Male,1,53,43.84,2471.5,Month-to-month,Mailed check,4,0
CUST-00469,Female,1,25,25.9,666.08,Two year,Mailed check,4,0
CUST-00470,Male,0,64,19.96,1246.06,One year,Electronic check,1,1
CUST-00471,Female,1,51,74.58,4044.31,Two year,Credit card,5,1
CUST-00472,Female,0,70,48.69,3378.24,Month-to-month,Bank transfer,3,1
CUST-00473,Male,0,65,70.79,4755.44,Two year,Bank transfer,2,0
CUST-00474,Female,0,11,63.51,732.28,Two year,Electronic check,2,0
CUST-00475,Male,0,31,26.92,861.26,One year,Credit card,2,0
CUST-00476,Male,0,4,62.31,239.55,Month-to-month,Electronic check,6,1
CUST-00477,Male,1,51,62.77,3403.53,One year,Electronic check,5,0
CUST-00478,Male,0,42,52.98,2344.56,Two year,Mailed check,7,0
CUST-00479,Male,1,14,103.96,1561.3,One year,Credit card,7,0
CUST-00480,Male,1,62,45.42,2969.28,Month-to-month,Credit card,1,1
CUST-00481,Male,0,33,27.76,957.25,Two year,Bank transfer,5,0
CUST-00482,Female,0,18,83.66,1445.99,Two year,Mailed check,1,0
CUST-00483,Female,0,71,62.55,4017.36,One year,Mailed check,4,0
CUST-00484,Female,1,10,88.08,854.38,Month-to-month,Credit card,2,0
CUST-00485,Male,0,6,98.01,612.89,Two year,Electronic check,5,1
CUST-00486,Male,0,31,96.61,3172.09,Two year,Electronic check,6,0
CUST-00487,Male,0,25,92.23,2439.53,Month-to-month,Credit card,6,1
CUST-00488,Female,1,59,100.27,5419.93,One year,Mailed check,3,1
CUST-00489,Female,0,9,38.64,320.36,One year,Bank transfer,6,0
CUST-00490,Male,0,38,70.88,2879.44,One year,Credit card,5,0
CUST-00491,Female,0,27,43.34,1147.59,Month-to-month,Mailed check,6,0
CUST-00492,Male,0,55,53.18,2701.43,One year,Credit card,8,0
CUST-00493,Female,1,1,119.12,126.04,Two year,Mailed check,1,0
CUST-00494,Male,1,56,74.61,3818.74,One year,Electronic check,3,0
CUST-00495,Female,0,38,76.56,3081.2,One year,Credit card,4,0
CUST-00496,Female,1,40,101.62,3894.61,One year,Credit card,8,0
CUST-00497,Female,1,4,104.47,417.65,Two year,Mailed check,1,1
CUST-00498,Male,0,67,90.88,6214.44,Month-to-month,Credit card,5,1
CUST-00499,Female,0,4,59.32,231.07,Two year,Mailed check,6,0
CUST-00500,Male,1,53,87.42,4675.5,One year,Electronic check,8,0
CUST-00501,Female,0,22,21.17,510.02,Month-to-month,Credit card,4,0
CUST-00502,Female,0,0,26.18,0.0,Month-to-month,Credit card,2,0
CUST-00503,Female,1,42,33.95,1460.3,One year,Credit card,7,1
CUST-00504,Male,0,26,30.36,759.83,Month-to-month,Mailed check,7,0
CUST-00505,Female,0,21,19.89,418.24,One year,Electronic check,3,0
CUST-00506,Female,0,48,41.42,2120.89,Two year,Bank transfer,8,0
CUST-00507,Female,0,46,82.49,4049.16,Month-to-month,Mailed check,1,0
CUST-00508,Male,0,45,86.2,3589.75,One year,Bank transfer,8,0
CUST-00509,Male,0,2,104.28,211.78,Month-to-month,Bank transfer,7,0
CUST-00510,Female,1,13,87.71,1155.45,Month-to-month,Credit card,7,0
CUST-00511,Female,1,7,46.5,300.1,Two year,Bank transfer,7,1
CUST-00512,Male,0,36,28.68,1104.45,Month-to-month,Bank transfer,1,1
CUST-00513,Male,0,37,40.75,1527.68,Two year,Mailed check,5,1
CUST-00514,Male,1,9,51.51,441.41,Month-to-month,Electronic check,7,0
CUST-00515,Female,0,70,35.36,2680.96,Two year,Electronic check,5,1
CUST-00516,Female,0,6,84.21,455.87,One year,Electronic check,8,0
CUST-00517,Male,0,56,102.05,5942.31,Month-to-month,Bank transfer,8,1
CUST-00518,Female,0,47,26.11,1259.03,One year,Bank transfer,8,0
CUST-00519,Male,0,38,21.14,879.35,One year,Credit card,8,0
CUST-00520,Female,1,39,31.85,1292.46,Two year,Electronic check,2,0
CUST-00521,Female,1,44,101.01,4480.55,One year,Electronic check,4,0
CUST-00522,Male,0,66,33.13,1968.72,One year,Bank transfer,6,0
CUST-00523,Female,0,69,69.61,5231.36,Two year,Mailed check,8,0
CUST-00524,Female,1,42,54.73,2350.2,Month-to-month,Electronic check,5,0
CUST-00525,Female,0,67,47.85,2895.53,Two year,Bank transfer,5,0
CUST-00526,Male,0,57,84.15,4787.2,Two year,Credit card,7,1
CUST-00527,Male,0,48,20.78,992.1,One year,Electronic check,4,0
CUST-00528,Female,1,30,26.24,865.13,Month-to-month,Mailed check,4,0
CUST-00529,Male,0,3,97.45,278.79,One year,Bank transfer,7,1
CUST-00530,Female,1,21,20.2,425.55,Two year,Bank transfer,6,0
CUST-00531,Male,0,21,47.83,913.0,Month-to-month,Bank transfer,3,0
CUST-00532,Female,0,51,54.73,2668.14,One year,Bank transfer,1,0
CUST-00533,Female,1,10,84.68,833.6,One year,Electronic check,6,0
CUST-00534,Female,0,2,113.62,233.73,One year,Electronic check,7,0
CUST-00535,Male,0,25,41.03,1031.59,One year,Bank transfer,8,0
CUST-00536,Male,0,26,68.28,1636.8,Month-to-month,Credit card,6,1
CUST-00537,Female,1,11,96.08,1153.43,Month-to-month,Bank transfer,8,1
CUST-00538,Male,0,11,56.53,581.41,Month-to-month,Mailed check,1,1
CUST-00539,Female,1,31,71.87,2111.74,One year,Bank transfer,2,0
CUST-00540,Female,0,12,90.81,1108.48,One year,Bank transfer,8,1
CUST-00541,Female,0,63,109.41,7482.68,Month-to-month,Electronic check,6,0
CUST-00542,Male,0,41,78.43,3070.1,One year,Mailed check,2,0
CUST-00543,Male,0,33,72.48,2512.64,Month-to-month,Credit card,2,0
CUST-00544,Male,0,53,71.02,3757.7,Month-to-month,Electronic check,5,1
CUST-00545,Female,1,31,91.61,2707.55,Two year,Bank transfer,2,0
CUST-00546,Female,0,10,105.78,970.31,Month-to-month,Electronic check,3,0
CUST-00547,Female,0,70,64.56,4196.14,One year,Electronic check,8,0
CUST-00548,Female,0,33,55.39,1900.79,One year,Electronic check,1,0
CUST-00549,Female,0,10,58.9,561.18,Two year,Mailed check,4,0
CUST-00550,Female,0,30,84.42,2330.38,Two year,Credit card,8,0
CUST-00551,Female,1,68,48.66,3444.04,Two year,Electronic check,4,1
CUST-00552,Male,0,28,51.91,1352.62,Month-to-month,Credit card,1,0
CUST-00553,Female,0,14,118.97,1540.55,Month-to-month,Mailed check,5,1
CUST-00554,Male,0,32,90.09,2610.0,Month-to-month,Bank transfer,1,0
CUST-00555,Male,0,44,74.46,3489.24,Month-to-month,Electronic check,5,1
CUST-00556,Female,1,36,95.11,3533.51,One year,Bank transfer,4,1
CUST-00557,Male,0,12,97.8,1116.73,One year,Mailed check,5,0
CUST-00558,Female,1,35,79.35,2667.51,One year,Credit card,8,0
CUST-00559,Female,0,6,52.21,287.11,Month-to-month,Mailed check,2,0
CUST-00560,Male,0,48,112.02,5896.14,Month-to-month,Bank transfer,4,0
CUST-00561,Female,0,27,102.24,2799.03,One year,Bank transfer,5,1
CUST-00562,Male,0,10,92.52,902.5,Month-to-month,Bank transfer,6,1
CUST-00563,Female,0,21,25.96,580.44,Two year,Bank transfer,6,0
CUST-00564,Male,0,2,36.06,64.96,Two year,Electronic check,8,0
CUST-00565,Female,0,52,48.27,2575.86,Month-to-month,Bank transfer,8,1
CUST-00566,Female,0,37,49.17,1971.1,Two year,Mailed check,3,0
CUST-00567,Female,0,47,63.49,3207.17,One year,Mailed check,8,0
CUST-00568,Male,0,67,50.67,,Two year,Electronic check,6,0
CUST-00569,Female,0,69,55.13,3608.37,One year,Electronic check,8,0
CUST-00570,Male,0,1,83.77,89.09,One year,Bank transfer,2,0
CUST-00571,Female,0,14,40.29,521.34,Two year,Electronic check,1,0
CUST-00572,Female,1,57,110.82,,One year,Electronic check,1,0
CUST-00573,Male,1,47,58.48,2948.68,One year,Electronic check,2,0
CUST-00574,Female,0,47,46.51,2024.08,Two year,Bank transfer,4,0
CUST-00575,Male,0,39,82.43,3323.64,One year,Mailed check,7,1
CUST-00576,Male,0,53,51.66,2823.96,Two year,Credit card,2,0
CUST-00577,Female,0,37,49.19,1936.03,One year,Electronic check,5,0
CUST-00578,Male,0,9,82.73,734.64,Month-to-month,Credit card,3,0
CUST-00579,Female,0,54,84.04,4257.9,One year,Electronic check,7,0
CUST-00580,Male,0,8,24.44,190.26,Month-to-month,Bank transfer,1,0
CUST-00581,Male,0,42,30.01,1343.09,Month-to-month,Electronic check,8,0
CUST-00582,Male,0,19,70.97,1457.89,One year,Mailed check,2,0
CUST-00583,Male,1,53,102.75,4964.79,One year,Bank transfer,8,1
CUST-00584,Male,0,20,119.98,2255.28,Two year,Bank transfer,3,1
CUST-00585,Female,0,67,53.34,3490.18,Month-to-month,Mailed check,3,0
CUST-00586,Female,0,51,69.65,3638.82,Month-to-month,Bank transfer,7,1
CUST-00587,Female,0,52,81.87,4495.14,Month-to-month,Bank transfer,4,0
CUST-00588,Male,1,67,59.18,,Month-to-month,Bank transfer,2,0
CUST-00589,Female,1,42,107.13,4250.33,Month-to-month,Bank transfer,7,0
CUST-00590,Female,1,71,88.4,6639.75,Month-to-month,Mailed check,2,0
CUST-00591,Male,0,56,119.27,6744.84,Month-to-month,Mailed check,4,0
CUST-00592,Female,0,11,46.34,547.03,One year,Mailed check,3,0
CUST-00593,Male,0,50,87.84,4751.8,Month-to-month,Bank transfer,3,0
CUST-00594,Female,0,66,85.02,5173.4,Month-to-month,Bank transfer,1,0
CUST-00595,Female,0,72,63.62,4927.59,Month-to-month,Mailed check,7,0
CUST-00596,Male,0,63,106.58,7313.0,Month-to-month,Mailed check,1,0
CUST-00597,Male,0,71,72.9,4843.27,Month-to-month,Credit card,7,1
CUST-00598,Female,0,12,114.35,1277.74,Two year,Electronic check,7,0
CUST-00599,Female,0,35,115.47,4329.77,Month-to-month,Electronic check,8,0
CUST-00600,Female,1,49,110.16,5759.03,One year,Mailed check,2,0
CUST-00601,Female,0,13,108.5,1454.91,Month-to-month,Bank transfer,4,0
CUST-00602,Female,0,53,97.93,5039.82,One year,Credit card,7,1
CUST-00603,Female,0,64,56.53,3705.33,Two year,Credit card,7,0
CUST-00604,Female,0,27,112.92,3033.04,Two year,Mailed check,5,0
CUST-00605,Male,1,40,93.32,3516.17,Two year,Mailed check,8,1
CUST-00606,Male,0,1,28.65,30.59,Month-to-month,Bank transfer,8,1
CUST-00607,Male,0,50,119.03,5988.78,One year,Bank transfer,1,0
CUST-00608,Female,0,0,119.79,0.0,Month-to-month,Credit card,8,1
CUST-00609,Female,0,71,104.18,7570.41,One year,Credit card,7,1
CUST-00610,Male,0,70,65.88,4608.45,One year,Bank transfer,7,0
CUST-00611,Female,0,66,49.17,3174.3,Month-to-month,Bank transfer,7,1
CUST-00612,Male,1,18,68.03,1206.21,Month-to-month,Mailed check,7,0
CUST-00613,Female,1,42,113.04,4970.28,One year,Credit card,1,0
CUST-00614,Female,0,25,81.18,2217.64,Two year,Electronic check,5,0
CUST-00615,Male,1,62,50.81,3399.41,One year,Credit card,6,0
CUST-00616,Male,1,26,69.38,1918.74,Two year,Credit card,5,0
CUST-00617,Male,0,47,112.65,5140.73,One year,Electronic check,3,1
CUST-00618,Male,1,33,112.28,3829.15,Two year,Bank transfer,1,0
CUST-00619,Female,0,52,33.5,1830.83,Two year,Mailed check,7,0
CUST-00620,Female,0,34,32.52,1153.75,One year,Bank transfer,2,0
CUST-00621,Male,0,40,26.87,1157.76,One year,Credit card,1,0
CUST-00622,Female,0,2,36.67,,Month-to-month,Bank transfer,3,0
CUST-00623,Female,0,28,103.54,3075.82,One year,Credit card,7,1
CUST-00624,Male,0,14,72.57,1051.22,One year,Electronic check,8,0
CUST-00625,Male,0,22,112.6,2340.18,Two year,Mailed check,5,1
CUST-00626,Male,0,17,69.92,1179.53,Month-to-month,Credit card,7,1
CUST-00627,Male,0,25,64.97,1608.72,One year,Bank transfer,1,0
CUST-00628,Female,0,10,113.67,1126.26,Month-to-month,Electronic check,2,0
CUST-00629,Male,0,32,65.0,1967.01,Month-to-month,Credit card,4,0
CUST-00630,Female,0,23,79.82,1689.95,One year,Bank transfer,4,0
CUST-00631,Male,0,41,98.7,3666.32,Two year,Electronic check,1,1
CUST-00632,Female,0,70,80.57,5616.71,Month-to-month,Electronic check,8,1
CUST-00633,Female,0,38,78.75,2981.21,Two year,Credit card,1,0
CUST-00634,Female,0,18,49.58,892.1,One year,Electronic check,4,1
CUST-00635,Male,0,65,104.1,6943.74,Two year,Electronic check,4,1
CUST-00636,Male,0,14,85.71,1164.69,Month-to-month,Bank transfer,5,1
CUST-00637,Male,0,61,81.86,5277.29,One year,Mailed check,2,0
CUST-00638,Female,1,60,97.79,5729.74,Two year,Bank transfer,1,0
CUST-00639,Female,0,22,33.28,799.84,Month-to-month,Mailed check,4,1
CUST-00640,Male,0,21,65.65,1493.49,Two year,Electronic check,2,0
CUST-00641,Female,0,29,104.23,3064.81,One year,Electronic check,8,1
CUST-00642,Female,0,54,67.53,3568.79,One year,Electronic check,8,0
CUST-00643,Female,0,26,106.69,2870.29,One year,Bank transfer,7,0
CUST-00644,Female,0,27,41.69,1206.81,One year,Mailed check,7,0
CUST-00645,Female,0,48,50.94,2505.51,Two year,Electronic check,4,0
CUST-00646,Male,0,6,79.86,450.8,Two year,Mailed check,2,1
CUST-00647,Female,1,68,50.83,3218.45,Two year,Electronic check,2,1
CUST-00648,Female,1,47,25.03,1177.34,One year,Mailed check,4,0
CUST-00649,Female,0,5,84.87,451.34,Month-to-month,Mailed check,2,1
CUST-00650,Male,0,9,56.52,,Two year,Bank transfer,8,0
CUST-00651,Female,0,13,59.76,709.67,One year,Electronic check,1,0
CUST-00652,Female,1,5,86.83,399.18,One year,Electronic check,7,0
CUST-00653,Male,1,63,57.09,3849.53,One year,Bank transfer,3,1
CUST-00654,Female,1,44,22.9,1032.05,Two year,Bank transfer,2,0
CUST-00655,Female,0,19,51.57,892.18,Month-to-month,Bank transfer,3,0
CUST-00656,Female,0,35,60.89,2328.36,Two year,Credit card,2,1
CUST-00657,Female,1,57,47.24,2884.63,Two year,Bank transfer,7,0
CUST-00658,Male,0,54,25.96,1364.63,One year,Electronic check,8,0
CUST-00659,Male,0,33,21.65,756.13,One year,Bank transfer,2,0
CUST-00660,Female,0,72,32.92,2462.52,One year,Bank transfer,7,0
CUST-00661,Male,1,52,70.91,3969.85,Two year,Mailed check,7,0
CUST-00662,Male,0,46,117.27,5084.0,One year,Mailed check,2,0
CUST-00663,Female,0,68,70.47,4571.55,Month-to-month,Electronic check,5,0
CUST-00664,Male,0,18,57.75,945.76,One year,Mailed check,4,0
CUST-00665,Female,1,17,78.09,1355.3,Two year,Electronic check,3,0
CUST-00666,Male,0,17,59.57,947.79,One year,Electronic check,7,0
CUST-00667,Male,0,17,31.8,545.38,One year,Bank transfer,3,0
CUST-00668,Female,0,50,26.31,1282.41,One year,Credit card,3,0
CUST-00669,Male,0,37,114.93,4568.92,Month-to-month,Electronic check,1,0
CUST-00670,Male,1,20,83.29,1695.55,Two year,Bank transfer,5,0
CUST-00671,Female,0,49,64.91,3450.38,One year,Credit card,4,0
CUST-00672,Male,1,22,47.57,1125.81,Two year,Bank transfer,4,0
CUST-00673,Female,0,8,31.91,275.43,One year,Credit card,1,0
CUST-00674,Female,0,38,118.34,4614.75,Month-to-month,Credit card,5,1
CUST-00675,Male,0,68,88.18,5722.9,One year,Credit card,1,0
CUST-00676,Male,0,72,24.29,1850.21,One year,Mailed check,2,0
CUST-00677,Female,0,56,94.53,5320.78,Two year,Bank transfer,2,0
CUST-00678,Female,0,61,72.49,4390.54,Month-to-month,Electronic check,4,1
CUST-00679,Male,0,71,51.97,3824.63,One year,Bank transfer,7,0
CUST-00680,Female,1,21,27.54,543.15,Month-to-month,Electronic check,7,0
CUST-00681,Female,0,1,94.0,88.49,Month-to-month,Bank transfer,2,0
CUST-00682,Male,1,43,72.46,3001.29,Month-to-month,Mailed check,8,1
CUST-00683,Male,1,23,104.36,2503.8,Two year,Mailed check,3,0
CUST-00684,Male,1,36,76.98,2532.64,Month-to-month,Bank transfer,4,0
CUST-00685,Male,0,52,118.3,6615.93,Two year,Bank transfer,1,0
